transcript_id,chromosome,strand,transcript_length_nt,num_exons,num_junctions,start_codon_transcript,stop_codon_transcript,stop_codon_exon,last_junction_pos,distance_stop_to_junction,protein_length_aa,nmd_status
ENSMUST00000118411,3,-,2700,7,6,74,1361,7.0,1124,-237,429,NMD-insensitive
ENSMUST00000106928,3,-,6573,12,11,275,1907,12.0,1818,-89,544,NMD-insensitive
ENSMUST00000190824,3,-,3010,9,8,331,1498,9.0,1412,-86,389,NMD-insensitive
ENSMUST00000183255,3,-,2265,9,8,261,996,6.0,1387,391,245,NMD-sensitive
ENSMUST00000196324,3,+,2647,3,2,583,988,3.0,573,-415,135,NMD-insensitive
ENSMUST00000066187,3,+,3761,2,1,922,1327,2.0,913,-414,135,NMD-insensitive
ENSMUST00000198675,3,+,3943,2,1,2090,2495,2.0,170,-2325,135,NMD-insensitive
ENSMUST00000029454,3,+,2556,11,10,224,1469,11.0,1228,-241,415,NMD-insensitive
ENSMUST00000165540,3,+,2434,12,11,93,1347,12.0,1105,-242,418,NMD-insensitive
ENSMUST00000029453,3,-,6531,8,7,296,1874,8.0,1609,-265,526,NMD-insensitive
ENSMUST00000159388,3,-,3207,8,7,255,1434,8.0,1419,-15,393,NMD-insensitive
ENSMUST00000168312,3,-,1740,8,7,255,1683,8.0,1418,-265,476,NMD-insensitive
ENSMUST00000035952,3,+,904,3,2,178,901,,164,-737,241,NMD-insensitive
ENSMUST00000106925,3,+,1187,4,3,98,1019,4.0,281,-738,307,NMD-insensitive
ENSMUST00000198644,3,+,1120,3,2,61,970,3.0,233,-737,303,NMD-insensitive
ENSMUST00000029451,3,+,4484,8,7,468,1131,8.0,1061,-70,221,NMD-insensitive
ENSMUST00000196611,3,+,682,7,6,141,600,7.0,531,-69,153,NMD-insensitive
ENSMUST00000119902,3,+,961,8,7,44,695,8.0,625,-70,217,NMD-insensitive
ENSMUST00000029450,3,-,605,5,4,116,530,5.0,274,-256,138,NMD-insensitive
ENSMUST00000172026,3,-,604,4,3,115,529,4.0,274,-255,138,NMD-insensitive
ENSMUST00000170856,3,-,552,3,2,72,486,3.0,232,-254,138,NMD-insensitive
ENSMUST00000200041,3,-,537,4,3,69,483,4.0,228,-255,138,NMD-insensitive
ENSMUST00000197322,3,-,476,3,2,35,449,3.0,195,-254,138,NMD-insensitive
ENSMUST00000029448,3,-,3437,33,32,129,3108,33.0,2941,-167,993,NMD-insensitive
ENSMUST00000196988,3,-,3189,33,32,123,3102,33.0,2935,-167,993,NMD-insensitive
ENSMUST00000058899,3,-,2835,11,10,105,1620,11.0,1365,-255,505,NMD-insensitive
ENSMUST00000198472,3,-,1451,10,9,0,1137,9.0,1194,57,379,NMD-sensitive
ENSMUST00000196983,3,-,1494,10,9,0,1491,,1237,-254,497,NMD-insensitive
ENSMUST00000197412,3,-,1475,10,9,0,1161,9.0,1218,57,387,NMD-sensitive
ENSMUST00000196135,3,-,1344,10,9,0,1341,,1087,-254,447,NMD-insensitive
ENSMUST00000029447,3,+,7375,5,4,101,722,5.0,619,-103,207,NMD-insensitive
ENSMUST00000119450,3,+,774,3,2,14,386,3.0,285,-101,124,NMD-insensitive
ENSMUST00000029446,3,+,4318,20,19,668,3062,20.0,2998,-64,798,NMD-insensitive
ENSMUST00000198180,3,+,3849,19,18,487,2788,19.0,2725,-63,767,NMD-insensitive
ENSMUST00000197827,3,+,2671,19,18,58,2452,19.0,2389,-63,798,NMD-insensitive
ENSMUST00000199240,3,+,3457,18,17,579,2583,18.0,2521,-62,668,NMD-insensitive
ENSMUST00000199420,3,+,4185,20,19,628,2929,20.0,2865,-64,767,NMD-insensitive
ENSMUST00000199571,3,+,3123,18,17,50,2351,18.0,2289,-62,767,NMD-insensitive
ENSMUST00000197488,3,+,3827,19,18,652,2953,19.0,2890,-63,767,NMD-insensitive
ENSMUST00000029445,3,+,4470,7,6,173,740,5.0,783,43,189,NMD-insensitive
ENSMUST00000200457,3,+,663,5,4,110,248,3.0,498,250,46,NMD-sensitive
ENSMUST00000200069,3,+,831,6,5,91,658,5.0,660,2,189,NMD-insensitive
ENSMUST00000196355,3,+,1920,7,6,19,586,4.0,956,370,189,NMD-sensitive
ENSMUST00000128264,3,+,1749,9,8,19,157,2.0,1137,980,46,NMD-sensitive
ENSMUST00000090715,3,+,2342,16,15,82,2317,16.0,2146,-171,745,NMD-insensitive
ENSMUST00000155034,3,+,2913,14,13,74,2102,14.0,1855,-247,676,NMD-insensitive
ENSMUST00000173206,3,+,4879,18,17,320,2909,18.0,2863,-46,863,NMD-insensitive
ENSMUST00000172288,3,+,4979,19,18,280,3040,19.0,2993,-47,920,NMD-insensitive
ENSMUST00000005830,3,+,1467,7,6,118,793,7.0,663,-130,225,NMD-insensitive
ENSMUST00000155520,3,+,737,6,5,11,275,1.0,639,364,88,NMD-sensitive
ENSMUST00000135017,3,+,1405,7,6,1,235,3.0,587,352,78,NMD-sensitive
ENSMUST00000029444,3,+,8875,20,19,586,4006,20.0,3777,-229,1140,NMD-insensitive
ENSMUST00000106860,3,+,5025,19,18,0,3369,19.0,3141,-228,1123,NMD-insensitive
ENSMUST00000121834,3,+,1710,7,6,147,1680,7.0,1659,-21,511,NMD-insensitive
ENSMUST00000090697,3,+,4416,8,7,97,1630,7.0,1676,46,511,NMD-insensitive
ENSMUST00000132325,3,+,4264,7,6,96,309,2.0,1525,1216,71,NMD-sensitive
ENSMUST00000136049,3,+,1903,8,7,78,291,2.0,1574,1283,71,NMD-sensitive
ENSMUST00000151985,3,+,1527,7,6,0,279,2.0,1495,1216,93,NMD-sensitive
ENSMUST00000117221,3,+,4394,8,7,331,1609,7.0,1655,46,426,NMD-insensitive
ENSMUST00000118117,3,+,1856,6,5,169,1483,6.0,1276,-207,438,NMD-insensitive
ENSMUST00000118563,3,+,1843,5,4,398,1424,5.0,1334,-90,342,NMD-insensitive
ENSMUST00000029440,3,-,5465,3,2,66,1284,3.0,464,-820,406,NMD-insensitive
ENSMUST00000118317,3,-,7939,16,15,173,3803,16.0,3302,-501,1210,NMD-insensitive
ENSMUST00000106845,3,-,3967,15,14,83,3578,15.0,3078,-500,1165,NMD-insensitive
ENSMUST00000029438,3,-,4185,16,15,264,3894,16.0,3393,-501,1210,NMD-insensitive
ENSMUST00000137078,3,-,3546,16,15,171,2328,10.0,3296,968,719,NMD-sensitive
ENSMUST00000063502,3,-,4113,3,2,502,1747,3.0,660,-1087,415,NMD-insensitive
ENSMUST00000029435,3,-,4345,4,3,356,1979,4.0,891,-1088,541,NMD-insensitive
ENSMUST00000106834,3,-,3705,5,4,200,1823,5.0,734,-1089,541,NMD-insensitive
ENSMUST00000128716,3,-,532,4,3,104,347,3.0,500,153,81,NMD-sensitive
ENSMUST00000106832,3,-,2299,3,2,301,940,3.0,654,-286,213,NMD-insensitive
ENSMUST00000076599,3,+,2692,11,10,212,2426,11.0,1994,-432,738,NMD-insensitive
ENSMUST00000106824,3,+,2412,9,8,352,2341,9.0,1911,-430,663,NMD-insensitive
ENSMUST00000106823,3,+,2741,9,8,345,2475,9.0,2045,-430,710,NMD-insensitive
ENSMUST00000047285,3,+,2799,10,9,317,2531,10.0,2100,-431,738,NMD-insensitive
ENSMUST00000200377,3,+,1823,7,6,109,1819,,1391,-428,570,NMD-insensitive
ENSMUST00000199710,3,+,3144,14,13,372,2361,9.0,3015,654,663,NMD-sensitive
ENSMUST00000062945,3,+,833,4,3,231,732,4.0,714,-18,167,NMD-insensitive
ENSMUST00000106822,3,+,1902,4,3,61,556,4.0,544,-12,165,NMD-insensitive
ENSMUST00000146071,3,+,2757,23,22,152,2297,20.0,2466,169,715,NMD-sensitive
ENSMUST00000029433,3,+,2743,21,20,127,2533,21.0,2451,-82,802,NMD-insensitive
ENSMUST00000051139,3,+,4762,8,7,331,2716,8.0,2715,-1,795,NMD-insensitive
ENSMUST00000068879,3,+,6712,7,6,300,2685,7.0,2229,-456,795,NMD-insensitive
ENSMUST00000117150,3,+,2921,19,18,155,2438,19.0,2402,-36,761,NMD-insensitive
ENSMUST00000063717,3,+,3327,19,18,561,2844,19.0,2808,-36,761,NMD-insensitive
ENSMUST00000145727,3,+,5647,20,19,453,2736,19.0,3591,855,761,NMD-sensitive
ENSMUST00000055425,3,+,3060,18,17,451,2575,18.0,2540,-35,708,NMD-insensitive
ENSMUST00000090685,3,+,3006,18,17,373,2521,18.0,2486,-35,716,NMD-insensitive
ENSMUST00000150849,3,+,1485,11,10,161,860,7.0,1386,526,233,NMD-sensitive
ENSMUST00000064371,3,-,6640,22,21,408,3786,21.0,3809,23,1126,NMD-insensitive
ENSMUST00000121198,3,-,5912,21,20,137,4565,21.0,3448,-1117,1476,NMD-insensitive
ENSMUST00000122303,3,-,3827,21,20,272,3650,21.0,3583,-67,1126,NMD-insensitive
ENSMUST00000046316,3,-,7099,18,17,149,3311,18.0,3097,-214,1054,NMD-insensitive
ENSMUST00000199070,3,-,5991,8,7,137,2204,8.0,2000,-204,689,NMD-insensitive
ENSMUST00000198332,3,-,3946,18,17,165,3306,18.0,3092,-214,1047,NMD-insensitive
ENSMUST00000046212,3,+,4426,5,4,204,1683,5.0,1407,-276,493,NMD-insensitive
ENSMUST00000139783,3,-,4316,7,6,589,985,7.0,970,-15,132,NMD-insensitive
ENSMUST00000002298,3,+,1721,10,9,31,1552,10.0,1395,-157,507,NMD-insensitive
ENSMUST00000196817,3,+,877,5,4,56,635,5.0,460,-175,193,NMD-insensitive
ENSMUST00000002303,3,+,1202,5,4,204,783,5.0,608,-175,193,NMD-insensitive
ENSMUST00000106787,3,+,959,5,4,76,655,5.0,480,-175,193,NMD-insensitive
ENSMUST00000176347,3,+,583,5,4,34,481,5.0,438,-43,149,NMD-insensitive
ENSMUST00000002297,3,-,3498,20,19,170,3182,20.0,3074,-108,1004,NMD-insensitive
ENSMUST00000106774,3,-,3718,21,20,37,208,1.0,3293,3085,57,NMD-sensitive
ENSMUST00000106775,3,-,3584,21,20,37,3268,21.0,3159,-109,1077,NMD-insensitive
ENSMUST00000168015,3,-,3460,21,20,132,3144,21.0,3035,-109,1004,NMD-insensitive
ENSMUST00000166979,3,-,3584,21,20,37,3268,21.0,3159,-109,1077,NMD-insensitive
ENSMUST00000136148,3,-,755,4,3,37,472,3.0,629,157,145,NMD-sensitive
ENSMUST00000094028,3,-,3193,10,9,127,985,10.0,838,-147,286,NMD-insensitive
ENSMUST00000106769,3,+,2428,14,13,592,2173,14.0,1984,-189,527,NMD-insensitive
ENSMUST00000059271,3,+,5728,14,13,592,2269,14.0,2080,-189,559,NMD-insensitive
ENSMUST00000200132,3,+,2636,12,11,28,1471,12.0,1284,-187,481,NMD-insensitive
ENSMUST00000183914,3,+,3256,14,13,24,387,1.0,1778,1391,121,NMD-sensitive
ENSMUST00000029429,3,-,3318,5,4,449,1616,5.0,1385,-231,389,NMD-insensitive
ENSMUST00000077548,3,-,4946,6,5,294,2208,6.0,727,-1481,638,NMD-insensitive
ENSMUST00000098763,3,-,4834,6,5,184,2098,6.0,617,-1481,638,NMD-insensitive
ENSMUST00000070584,3,+,737,5,4,202,511,5.0,225,-286,103,NMD-insensitive
ENSMUST00000098761,3,+,7169,7,6,465,2373,7.0,2168,-205,636,NMD-insensitive
ENSMUST00000118360,3,+,2668,8,7,449,2414,8.0,2208,-206,655,NMD-insensitive
ENSMUST00000079169,3,+,2102,7,6,34,1999,7.0,1794,-205,655,NMD-insensitive
ENSMUST00000090680,3,-,2905,11,10,147,2622,11.0,1452,-1170,825,NMD-insensitive
ENSMUST00000200078,3,-,1264,10,9,25,442,3.0,1162,720,139,NMD-sensitive
ENSMUST00000066610,3,+,4701,2,1,162,171,1.0,226,55,3,NMD-sensitive
ENSMUST00000098273,3,+,1868,2,1,80,923,2.0,79,-844,281,NMD-insensitive
ENSMUST00000090678,3,-,2407,8,7,125,677,7.0,702,25,184,NMD-insensitive
ENSMUST00000199969,3,-,1377,8,7,27,504,6.0,719,215,159,NMD-sensitive
ENSMUST00000197094,3,-,782,6,5,74,428,5.0,455,27,118,NMD-insensitive
ENSMUST00000164730,3,+,1219,2,1,239,758,2.0,153,-605,173,NMD-insensitive
ENSMUST00000000574,3,+,2370,2,1,379,1336,2.0,731,-605,319,NMD-insensitive
ENSMUST00000200482,3,+,752,6,5,167,560,4.0,713,153,131,NMD-sensitive
ENSMUST00000010279,3,+,900,7,6,167,794,7.0,779,-15,209,NMD-insensitive
ENSMUST00000196748,3,+,1181,4,3,317,788,3.0,1111,323,157,NMD-sensitive
ENSMUST00000198080,3,+,832,6,5,96,723,6.0,709,-14,209,NMD-insensitive
ENSMUST00000199977,3,+,838,6,5,96,714,6.0,709,-5,206,NMD-insensitive
ENSMUST00000098758,3,-,2599,6,5,118,514,6.0,353,-161,132,NMD-insensitive
ENSMUST00000118209,3,-,1604,8,7,545,1313,8.0,1231,-82,256,NMD-insensitive
ENSMUST00000133320,3,-,1311,8,7,89,266,3.0,942,676,59,NMD-sensitive
ENSMUST00000010278,3,+,3682,10,9,215,1241,10.0,1075,-166,342,NMD-insensitive
ENSMUST00000130994,3,+,4286,9,8,70,250,2.0,1403,1153,60,NMD-sensitive
ENSMUST00000000573,3,+,2616,11,10,105,2268,11.0,1251,-1017,721,NMD-insensitive
ENSMUST00000163626,3,+,1213,8,7,344,1040,7.0,1159,119,232,NMD-sensitive
ENSMUST00000010280,3,-,956,6,5,41,779,6.0,708,-71,246,NMD-insensitive
ENSMUST00000066319,3,-,899,6,5,110,731,6.0,660,-71,207,NMD-insensitive
ENSMUST00000200146,3,-,1296,11,10,0,1293,,1167,-126,431,NMD-insensitive
ENSMUST00000079132,3,+,1681,11,10,156,1575,11.0,1323,-252,473,NMD-insensitive
ENSMUST00000063062,3,-,1539,11,10,43,1237,11.0,1210,-27,398,NMD-insensitive
ENSMUST00000082219,3,-,1539,11,10,43,1249,11.0,1210,-39,402,NMD-insensitive
ENSMUST00000029510,3,-,1668,11,10,151,1471,11.0,1369,-102,440,NMD-insensitive
ENSMUST00000029508,3,+,4050,12,11,225,1623,12.0,1544,-79,466,NMD-insensitive
ENSMUST00000149225,3,+,685,5,4,206,335,2.0,647,312,43,NMD-sensitive
ENSMUST00000183271,3,+,2050,12,11,183,1611,12.0,1532,-79,476,NMD-insensitive
ENSMUST00000068301,3,-,2814,9,8,198,1446,9.0,1321,-125,416,NMD-insensitive
ENSMUST00000121231,3,-,2121,9,8,228,1476,9.0,1351,-125,416,NMD-insensitive
ENSMUST00000039153,3,-,2020,9,8,127,1375,9.0,1250,-125,416,NMD-insensitive
ENSMUST00000137530,3,-,357,4,3,114,264,3.0,345,81,50,NMD-sensitive
ENSMUST00000067630,3,+,3271,9,8,262,1063,9.0,947,-116,267,NMD-insensitive
ENSMUST00000121034,3,+,2035,8,7,71,872,8.0,757,-115,267,NMD-insensitive
ENSMUST00000029507,3,+,1891,7,6,188,728,7.0,614,-114,180,NMD-insensitive
ENSMUST00000098751,3,+,929,3,2,99,870,3.0,427,-443,257,NMD-insensitive
ENSMUST00000127003,3,+,1989,4,3,152,1769,3.0,1961,192,539,NMD-sensitive
ENSMUST00000106736,3,+,1669,3,2,221,236,2.0,494,258,5,NMD-sensitive
ENSMUST00000098750,3,+,3103,4,3,109,2374,4.0,1930,-444,755,NMD-insensitive
ENSMUST00000038845,3,-,1742,8,7,199,856,8.0,780,-76,219,NMD-insensitive
ENSMUST00000213616,3,-,2195,3,2,122,1070,3.0,110,-960,316,NMD-insensitive
ENSMUST00000216610,3,-,1520,2,1,66,1014,2.0,55,-959,316,NMD-insensitive
ENSMUST00000197470,3,+,4370,3,2,737,2234,3.0,575,-1659,499,NMD-insensitive
ENSMUST00000038695,3,+,11582,3,2,681,2178,3.0,519,-1659,499,NMD-insensitive
ENSMUST00000196403,3,+,2430,3,2,563,2060,3.0,401,-1659,499,NMD-insensitive
ENSMUST00000055064,3,+,1913,2,1,246,1779,2.0,189,-1590,511,NMD-insensitive
ENSMUST00000029504,3,-,1236,9,8,26,1163,9.0,1026,-137,379,NMD-insensitive
ENSMUST00000179399,3,+,1358,3,2,128,449,3.0,210,-239,107,NMD-insensitive
ENSMUST00000197758,3,-,3063,3,2,14,50,2.0,169,119,12,NMD-sensitive
ENSMUST00000049852,3,-,813,3,2,58,373,3.0,254,-119,105,NMD-insensitive
ENSMUST00000145735,3,+,881,4,3,59,494,4.0,433,-61,145,NMD-insensitive
ENSMUST00000199317,3,+,743,4,3,80,353,4.0,292,-61,91,NMD-insensitive
ENSMUST00000029502,3,+,2248,9,8,217,1717,9.0,1560,-157,500,NMD-insensitive
ENSMUST00000106723,3,+,1781,10,9,132,1536,9.0,1541,5,468,NMD-insensitive
ENSMUST00000061772,3,-,4343,2,1,593,3479,2.0,3458,-21,962,NMD-insensitive
ENSMUST00000009617,3,-,3667,4,3,662,2546,4.0,2490,-56,628,NMD-insensitive
ENSMUST00000169449,3,-,6322,12,11,500,2681,12.0,2304,-377,727,NMD-insensitive
ENSMUST00000029499,3,-,6308,12,11,500,2672,12.0,2295,-377,724,NMD-insensitive
ENSMUST00000014747,3,+,1874,4,3,145,1174,4.0,865,-309,343,NMD-insensitive
ENSMUST00000064759,3,-,3215,21,20,14,2525,21.0,2260,-265,837,NMD-insensitive
ENSMUST00000029490,3,-,3863,17,16,283,1873,17.0,1853,-20,530,NMD-insensitive
ENSMUST00000153623,3,-,831,7,6,195,378,3.0,728,350,61,NMD-sensitive
ENSMUST00000118593,3,-,3058,9,8,173,944,8.0,952,8,257,NMD-insensitive
ENSMUST00000014743,3,-,4176,9,8,406,2062,8.0,2070,8,552,NMD-insensitive
ENSMUST00000120654,3,-,821,6,5,184,673,5.0,684,11,163,NMD-insensitive
ENSMUST00000120243,3,-,2097,9,8,179,1835,8.0,1843,8,552,NMD-insensitive
ENSMUST00000037375,3,+,2271,19,18,162,1962,19.0,1935,-27,600,NMD-insensitive
ENSMUST00000004134,3,+,945,8,7,133,805,8.0,702,-103,224,NMD-insensitive
ENSMUST00000167523,3,+,869,8,7,118,337,4.0,737,400,73,NMD-sensitive
ENSMUST00000170058,3,+,1083,8,7,108,315,2.0,840,525,69,NMD-sensitive
ENSMUST00000167387,3,+,599,7,6,122,596,,494,-102,158,NMD-insensitive
ENSMUST00000169365,3,+,810,7,6,204,678,7.0,576,-102,158,NMD-insensitive
ENSMUST00000004137,3,-,1377,8,7,163,817,8.0,723,-94,218,NMD-insensitive
ENSMUST00000106687,3,-,743,7,6,13,556,7.0,463,-93,181,NMD-insensitive
ENSMUST00000106688,3,-,783,8,7,57,699,8.0,605,-94,214,NMD-insensitive
ENSMUST00000133947,3,-,609,5,4,22,115,1.0,509,394,31,NMD-sensitive
ENSMUST00000106685,3,-,1153,8,7,116,770,8.0,676,-94,218,NMD-insensitive
ENSMUST00000106684,3,-,1179,8,7,101,797,8.0,703,-94,232,NMD-insensitive
ENSMUST00000106683,3,-,745,5,4,108,477,5.0,386,-91,123,NMD-insensitive
ENSMUST00000155926,3,-,704,6,5,129,285,4.0,488,203,52,NMD-sensitive
ENSMUST00000004136,3,-,1311,8,7,143,797,8.0,703,-94,218,NMD-insensitive
ENSMUST00000012348,3,-,1064,8,7,60,714,8.0,620,-94,218,NMD-insensitive
ENSMUST00000066530,3,-,854,8,7,197,749,8.0,655,-94,184,NMD-insensitive
ENSMUST00000004140,3,-,1289,8,7,198,852,8.0,758,-94,218,NMD-insensitive
ENSMUST00000126593,3,-,828,8,7,31,763,8.0,669,-94,244,NMD-insensitive
ENSMUST00000029489,3,-,1707,8,7,222,876,8.0,782,-94,218,NMD-insensitive
ENSMUST00000178808,3,-,1462,8,7,81,633,8.0,539,-94,184,NMD-insensitive
ENSMUST00000106670,3,-,777,8,7,123,675,8.0,581,-94,184,NMD-insensitive
ENSMUST00000102638,3,-,3650,18,17,400,2794,18.0,2573,-221,798,NMD-insensitive
ENSMUST00000102637,3,-,3586,19,18,338,2732,19.0,2510,-222,798,NMD-insensitive
ENSMUST00000078912,3,-,3368,18,17,65,2537,18.0,2316,-221,824,NMD-insensitive
ENSMUST00000058669,3,+,2054,9,8,360,1422,9.0,1226,-196,354,NMD-insensitive
ENSMUST00000000001,3,-,3262,9,8,141,1203,8.0,1217,14,354,NMD-insensitive
ENSMUST00000062028,3,-,3686,2,1,663,2010,2.0,62,-1948,449,NMD-insensitive
ENSMUST00000116284,3,-,2771,3,2,663,2010,2.0,2253,243,449,NMD-sensitive
ENSMUST00000050909,3,+,5030,2,1,440,1916,2.0,343,-1573,492,NMD-insensitive
ENSMUST00000106659,3,+,1360,3,2,390,1317,3.0,1254,-63,309,NMD-insensitive
ENSMUST00000106656,3,+,5482,2,1,382,1858,2.0,320,-1538,492,NMD-insensitive
ENSMUST00000106655,3,-,4275,3,2,60,747,3.0,244,-503,229,NMD-insensitive
ENSMUST00000065664,3,-,4058,3,2,101,614,3.0,111,-503,171,NMD-insensitive
ENSMUST00000106654,3,-,1914,2,1,459,972,2.0,470,-502,171,NMD-insensitive
ENSMUST00000117409,3,-,2321,11,10,189,2181,11.0,2159,-22,664,NMD-insensitive
ENSMUST00000102633,3,-,3044,12,11,816,2904,12.0,2881,-23,696,NMD-insensitive
ENSMUST00000117784,3,-,2387,11,10,165,2253,11.0,2231,-22,696,NMD-insensitive
ENSMUST00000119650,3,-,2274,10,9,169,2152,10.0,2131,-21,661,NMD-insensitive
ENSMUST00000141387,3,-,4090,6,5,231,1023,6.0,874,-149,264,NMD-insensitive
ENSMUST00000090569,3,+,1239,9,8,351,1074,9.0,991,-83,241,NMD-insensitive
ENSMUST00000135636,3,+,6836,21,20,59,2633,21.0,2601,-32,858,NMD-insensitive
ENSMUST00000102632,3,+,6796,20,19,50,2525,20.0,2494,-31,825,NMD-insensitive
ENSMUST00000090563,3,+,1276,9,8,86,1151,8.0,1179,28,355,NMD-insensitive
ENSMUST00000090561,3,+,1686,8,7,119,1106,8.0,1098,-8,329,NMD-insensitive
ENSMUST00000102629,3,+,1687,8,7,68,1055,8.0,1047,-8,329,NMD-insensitive
ENSMUST00000090558,3,-,10598,34,33,58,8815,34.0,8757,-58,2919,NMD-insensitive
ENSMUST00000090553,3,-,3570,11,10,66,1602,11.0,1443,-159,512,NMD-insensitive
ENSMUST00000102625,3,-,1866,12,11,37,1645,12.0,1485,-160,536,NMD-insensitive
ENSMUST00000106625,3,-,5836,22,21,88,3127,22.0,3040,-87,1013,NMD-insensitive
ENSMUST00000185128,3,-,3326,21,20,74,260,2.0,2906,2646,62,NMD-sensitive
ENSMUST00000048012,3,-,3321,21,20,254,2987,21.0,2901,-86,911,NMD-insensitive
ENSMUST00000029485,3,+,661,5,4,78,582,5.0,510,-72,168,NMD-insensitive
ENSMUST00000106622,3,-,2752,3,2,46,412,3.0,214,-198,122,NMD-insensitive
ENSMUST00000090546,3,-,2864,3,2,186,408,3.0,326,-82,74,NMD-insensitive
ENSMUST00000143054,3,+,2443,4,3,23,395,4.0,224,-171,124,NMD-insensitive
ENSMUST00000051145,3,+,4222,15,14,328,3088,15.0,2934,-154,920,NMD-insensitive
ENSMUST00000124731,3,+,745,5,4,255,414,3.0,574,160,53,NMD-sensitive
ENSMUST00000106609,3,+,2043,12,11,80,1697,11.0,1731,34,539,NMD-insensitive
ENSMUST00000029483,3,+,2224,13,12,265,1882,12.0,1915,33,539,NMD-insensitive
ENSMUST00000106613,3,+,3064,11,10,353,1985,11.0,1726,-259,544,NMD-insensitive
ENSMUST00000029482,3,-,3498,15,14,509,530,2.0,2318,1788,7,NMD-sensitive
ENSMUST00000145558,3,-,800,4,3,330,351,1.0,749,398,7,NMD-sensitive
ENSMUST00000133931,3,+,2603,12,11,317,2342,12.0,2199,-143,675,NMD-insensitive
ENSMUST00000123556,3,+,2174,10,9,194,1436,6.0,2053,617,414,NMD-sensitive
ENSMUST00000102621,3,-,2419,19,18,43,1819,19.0,1712,-107,592,NMD-insensitive
ENSMUST00000138552,3,-,1789,4,3,58,496,4.0,236,-260,146,NMD-insensitive
ENSMUST00000106596,3,-,553,5,4,42,345,5.0,296,-49,101,NMD-insensitive
ENSMUST00000180063,3,-,4820,13,12,0,2211,12.0,2220,9,737,NMD-insensitive
ENSMUST00000102620,3,-,3477,13,12,302,2513,12.0,2522,9,737,NMD-insensitive
ENSMUST00000053065,3,-,3009,12,11,109,2062,11.0,2072,10,651,NMD-insensitive
ENSMUST00000129273,3,-,3050,7,6,254,536,2.0,1086,550,94,NMD-sensitive
ENSMUST00000029480,3,-,3026,6,5,285,1911,6.0,1065,-846,542,NMD-insensitive
ENSMUST00000199735,3,-,2508,7,6,26,572,4.0,886,314,182,NMD-sensitive
ENSMUST00000059946,3,+,1998,8,7,472,1657,8.0,1224,-433,395,NMD-insensitive
ENSMUST00000098680,3,+,1466,8,7,442,1228,8.0,1194,-34,262,NMD-insensitive
ENSMUST00000106586,3,+,1838,8,7,214,1399,8.0,966,-433,395,NMD-insensitive
ENSMUST00000196400,3,+,896,6,5,82,376,4.0,585,209,98,NMD-sensitive
ENSMUST00000196533,3,+,1491,6,5,82,1138,6.0,707,-431,352,NMD-insensitive
ENSMUST00000046924,3,-,5368,11,10,45,1062,11.0,1012,-50,339,NMD-insensitive
ENSMUST00000171143,3,-,5702,11,10,286,1396,11.0,1346,-50,370,NMD-insensitive
ENSMUST00000029478,3,+,1673,10,9,76,1495,10.0,1313,-182,473,NMD-insensitive
ENSMUST00000159926,3,+,1518,9,8,46,238,1.0,1264,1026,64,NMD-sensitive
ENSMUST00000029477,3,+,3431,10,9,56,1481,10.0,1290,-191,475,NMD-insensitive
ENSMUST00000140786,3,+,667,5,4,43,373,3.0,620,247,110,NMD-sensitive
ENSMUST00000046864,3,+,5019,27,26,386,2927,27.0,2862,-65,847,NMD-insensitive
ENSMUST00000106576,3,+,3123,10,9,174,1035,10.0,987,-48,287,NMD-insensitive
ENSMUST00000156177,3,-,4652,7,6,627,2007,7.0,1774,-233,460,NMD-insensitive
ENSMUST00000133268,3,-,5587,6,5,1634,2948,6.0,2716,-232,438,NMD-insensitive
ENSMUST00000128219,3,-,3977,6,5,1098,2010,5.0,2175,165,304,NMD-sensitive
ENSMUST00000138953,3,-,1443,7,6,0,1440,,1207,-233,480,NMD-insensitive
ENSMUST00000072596,3,-,1620,7,6,0,1617,,1384,-233,539,NMD-insensitive
ENSMUST00000138344,3,-,1452,6,5,0,1449,,1217,-232,483,NMD-insensitive
ENSMUST00000131027,3,-,1485,6,5,0,1482,,1250,-232,494,NMD-insensitive
ENSMUST00000106571,3,-,1446,7,6,0,1443,,1210,-233,481,NMD-insensitive
ENSMUST00000106575,3,-,1620,7,6,0,1617,,1384,-233,539,NMD-insensitive
ENSMUST00000106570,3,-,1386,7,6,0,1383,,1150,-233,461,NMD-insensitive
ENSMUST00000168412,3,-,3059,2,1,27,1161,1.0,1311,150,378,NMD-sensitive
ENSMUST00000190378,3,-,3051,2,1,22,1156,1.0,1306,150,378,NMD-sensitive
ENSMUST00000098673,3,-,3715,10,9,155,1679,10.0,1483,-196,508,NMD-insensitive
ENSMUST00000179568,3,-,3717,10,9,155,1679,10.0,1483,-196,508,NMD-insensitive
ENSMUST00000179314,3,-,3717,10,9,155,1679,10.0,1483,-196,508,NMD-insensitive
ENSMUST00000098667,3,-,3717,10,9,155,1679,10.0,1483,-196,508,NMD-insensitive
ENSMUST00000067980,3,-,1985,11,10,175,1708,11.0,1511,-197,511,NMD-insensitive
ENSMUST00000106540,3,-,1771,11,10,204,1737,11.0,1540,-197,511,NMD-insensitive
ENSMUST00000092154,3,-,3888,15,14,95,1637,14.0,1641,4,514,NMD-insensitive
ENSMUST00000106536,3,-,1839,15,14,95,1637,14.0,1641,4,514,NMD-insensitive
ENSMUST00000106535,3,-,2616,15,14,95,1634,14.0,1638,4,513,NMD-insensitive
